query_id,cell_id,niche_query_score,rank,rm_ideal_score
1,1019171910101420741,0.6992877721786499,15626,0.019116491560855084
1,1019171910101280057,0.6606901288032532,18749,0.2932880791929417
1,1019171910101840401,0.6475702524185181,19941,0.022966746877776396
1,1019171910101840458,0.5852503776550293,25602,0.022966746877776327
1,1019171910101140355,0.690510630607605,16276,0.2982308896167941
1,1019171910101560681,0.6699796915054321,17894,0.22245444123063365
1,1019171910101140437,0.6037859320640564,24015,0.06366277902710955
1,1019171910101560569,0.619473397731781,22570,0.23521785332455578
1,1019171910101410138,0.5835574865341187,25748,0.04205911428902055
1,1019171910101830448,0.6674720048904419,18129,0.23054404999210432
1,1019171910101840369,0.6233757734298706,22178,0.04464956638011858
1,1019171910101410229,0.5764818787574768,26339,0.01405968991862817
1,1019171910101830444,0.6866109371185303,16590,0.3586520959546583
1,1019171910101280509,0.6410095691680908,20521,0.18064377432932038
1,1019171910101280034,0.6192858815193176,22583,0.06559118058058755
1,1019171910101690472,0.6684141755104065,18046,0.031125983646850833
1,1019171910101420734,0.6891558766365051,16377,0.0259441969047908
1,1019171910101450400,0.8814425468444824,1486,0.27794916118157437
1,1019171910101410104,0.6510343551635742,19636,0.02160582576543796
1,1019171910101830303,0.5702981948852539,26892,0.03372287879557044
1,1019171910101840506,0.5985024571418762,24492,0.029296074701379054
1,1019171910101840695,0.6404687166213989,20572,0.01943862240509138
1,1019171910101420735,0.6624819040298462,18557,0.04333586498318861
1,1019171910101550352,0.5967416763305664,24642,0.1521089784394735
1,1019171910101840526,0.5876407027244568,25398,0.07748498302241258
1,1019171910201830128,0.6408309936523438,20537,0.1686760193285165
1,1019171910101430369,0.850939154624939,3751,0.2062017541135137
1,1019171910101420260,0.6728308200836182,17647,0.18287091752258522
1,1019171910101600143,0.8187412023544312,6726,0.7306116681162482
1,1019171910101280407,0.66978520154953,17912,0.017979523296836993
1,1019171910101280169,0.5660607814788818,27304,0.24098393125028106
1,1019171910101690650,0.679436206817627,17141,0.1830758670883918
1,1019171910101420740,0.6779803037643433,17242,0.02757068545769361
1,1019171910101690248,0.6071401834487915,23668,0.2118355906467141
1,1019171910101740258,0.7344640493392944,13049,0.7524025233479565
1,1019171910101560406,0.6884123086929321,16449,0.033282933716099174
1,1019171910101600500,0.7693738341331482,10401,0.11815060908388464
1,1019171910101600681,0.8289629817008972,5696,0.8855369573905851
1,1019171910101600210,0.7735991477966309,10109,0.35366709348686104
1,1019171910101840530,0.6145261526107788,23030,0.04205911428902068
1,1019171910101690583,0.6273154020309448,21770,0.24805139939231913
1,1019171910101700133,0.6093853712081909,23461,0.1099897752259429
1,1019171910101550327,0.6370842456817627,20919,0.022050468946527853
1,1019171910101830354,0.5787622928619385,26163,0.1002441205724247
1,1019171910101410060,0.6740429997444153,17546,0.035123185816933224
1,1019171910201140305,0.6774910092353821,17290,0.20312011178539918
1,1019171910101830271,0.5687967538833618,27046,0.044354390665088464
1,1019171910101410245,0.6044248938560486,23957,0.015901206361732603
1,1019171910201840178,0.649020791053772,19806,0.10237317709999762
1,1019171910101280524,0.6627773642539978,18520,0.023603663054478898
1,1019171910101840697,0.6332334280014038,21256,0.025073065764228106
1,1019171910101150565,0.7254902124404907,13717,0.16893384410122397
1,1019171910101730349,0.9040253162384033,532,0.8750352515272088
1,1019171910101600306,0.8028031587600708,8116,0.2938907422297805
1,1019171910101150609,0.6945778131484985,15982,0.19243307783462824
1,1019171910101600276,0.7971226572990417,8517,0.3792904422194278
1,1019171910101450270,0.8751951456069946,1832,0.542561864964984
1,1019171910101730312,0.8861107230186462,1262,0.9194341698422579
1,1019171910101600597,0.7647601366043091,10701,0.457975185391878
1,1019171910101600070,0.8108251094818115,7424,0.7749148083640001
1,1019171910101730108,0.8556443452835083,3329,0.5263350861362112
1,1019171910101560628,0.6364744901657104,20975,0.019870595703034708
1,1019171910101560480,0.645513653755188,20115,0.03730308404665155
1,1019171910101700084,0.5868703126907349,25459,0.03856975652908934
1,1019171910101840329,0.6602145433425903,18803,0.05660817559802579
1,1019171910101560477,0.6415904760360718,20470,0.02296674687777628
1,1019171910101700061,0.6296117305755615,21570,0.047391673117354746
1,1019171910101560387,0.7030612230300903,15314,0.13432858563165687
1,1019171910101460128,0.8440699577331543,4333,0.7780908603388276
1,1019171910101730262,0.8753207921981812,1824,0.8808640179113624
1,1019171910101740069,0.8072772026062012,7734,0.850971083213683
1,1019171910101830462,0.6801212430000305,17088,0.33422599077622195
1,1019171910101690197,0.6030913591384888,24069,0.03730308404665134
1,1019171910101280449,0.6120946407318115,23231,0.21067889486201172
1,1019171910101690563,0.6235249638557434,22161,0.23658245551973062
1,1019171910101450513,0.8752822279930115,1828,0.8394923982313511
1,1019171910101600340,0.7434244155883789,12383,0.2779491611815738
1,1019171910101560472,0.6317245960235596,21397,0.02032387010175493
1,1019171910101700074,0.6848117113113403,16741,0.021605825765438073
1,1019171910101560454,0.6639515161514282,18414,0.21451630791511134
1,1019171910101280079,0.6306064128875732,21495,0.04464956638011867
1,1019171910101280068,0.6238819360733032,22121,0.02032387010175504
1,1019171910101850100,0.7833411693572998,9477,0.2626983206550972
1,1019171910101280082,0.607841968536377,23611,0.2592045001470833
1,1019171910101430355,0.781766951084137,9578,0.05966849009161983
1,1019171910101550451,0.5939584374427795,24880,0.3609779580645113
1,1019171910101840552,0.573945939540863,26558,0.05698003720896335
1,1019171910101560447,0.6496527791023254,19756,0.029296074701379054
1,1019171910101560451,0.7329282760620117,13158,0.1503310287861416
1,1019171910101420588,0.6049866676330566,23894,0.2465950211035706
1,1019171910101710166,0.8543142080307007,3463,0.030439279833467087
1,1019171910101420732,0.6883068084716797,16460,0.016909011401536455
1,1019171910101550347,0.6529485583305359,19463,0.03860654725960134
1,1019171910101550328,0.6279333233833313,21711,0.2721653323316339
1,1019171910101560439,0.6547714471817017,19305,0.2944547543885849
1,1019171910101420614,0.6269286870956421,21807,0.37067789871847884
1,1019171910101280446,0.6218377947807312,22320,0.2448136470129592
1,1019171910101270353,0.6283246278762817,21676,0.20696841073185757
1,1019171910101690542,0.6943359971046448,16004,0.02441125172543912
1,1019171910101420663,0.7156674861907959,14409,0.033066299886518505
1,1019171910101560449,0.6653525829315186,18282,0.1870452046934722
1,1019171910101280454,0.6141403317451477,23065,0.08748351508820595
1,1019171910101690589,0.6220928430557251,22291,0.2371184183994631
1,1019171910101840242,0.6601808071136475,18815,0.029296074701379054
1,1019171910101280399,0.5836955904960632,25734,0.17481182579140303
1,1019171910101690089,0.6013097763061523,24240,0.032206558323776155
1,1019171910101690094,0.6141921281814575,23058,0.22486512180823387
1,1019171910101600228,0.7848455309867859,9384,0.2472720565920969
1,1019171910101840333,0.6199201345443726,22532,0.046531327379680326
1,1019171910101420570,0.6677173376083374,18106,0.015901206361732645
1,1019171910101420574,0.6894135475158691,16356,0.014952554567886307
1,1019171910101270366,0.6936551332473755,16052,0.06464989181834002
1,1019171910101280114,0.5862098932266235,25508,0.32396115500883826
1,1019171910101560535,0.6361161470413208,21001,0.3540792580977137
1,1019171910101700453,0.8001693487167358,8285,0.20548754694604496
1,1019171910101700079,0.6990004181861877,15650,0.018771301823641194
1,1019171910101840322,0.6556237936019897,19225,0.04205911428902089
1,1019171910101560440,0.654700517654419,19310,0.022966746877776396
1,1019171910101280445,0.6048932671546936,23907,0.30944265192553944
1,1019171910101560625,0.669486939907074,17946,0.05029331807676937
1,1019171910201840638,0.5997334718704224,24399,0.021605825765438073
1,1019171910101280113,0.5932464003562927,24945,0.3553925892988792
1,1019171910101560460,0.6414043307304382,20486,0.17610304723642253
1,1019171910101550363,0.5984565615653992,24495,0.019116491560855084
1,1019171910101830385,0.6734321117401123,17610,0.2252311360564902
1,1019171910101280081,0.6253868341445923,21955,0.05660817559802579
1,1019171910101600621,0.8290823698043823,5689,0.7585953227141756
1,1019171910101450437,0.887157142162323,1212,0.4829954016624812
1,1019171910101280116,0.6254042983055115,21953,0.0918054704920878
1,1019171910101420609,0.6380279064178467,20825,0.25546573592344823
1,1019171910101560422,0.6961545944213867,15854,0.02367825347939842
1,1019171910101690548,0.6344603300094604,21158,0.031125983646850566
1,1019171910101550369,0.6314948797225952,21422,0.08398598479919678
1,1019171910101560448,0.7570231556892395,11283,0.2402759549645613
1,1019171910101550375,0.6113535165786743,23301,0.035123185816933786
1,1019171910101840370,0.6293387413024902,21590,0.03961272182240192
1,1019171910101420654,0.6079501509666443,23596,0.28604776919889907
1,1019171910101280122,0.5912758708000183,25098,0.4433026040276282
1,1019171910101830377,0.6364122629165649,20980,0.09133038484443269
1,1019171910101560542,0.6901406645774841,16298,0.19172366305106273
1,1019171910101280118,0.6403493881225586,20583,0.08028579444301476
1,1019171910101700448,0.6326968669891357,21308,0.16171787380360964
1,1019171910101280099,0.6319987773895264,21376,0.031125983646850656
1,1019171910101600715,0.8164907693862915,6912,0.7245713989349156
1,1019171910101600556,0.8037253618240356,8024,0.6280288323729798
1,1019171910101600716,0.7952461242675781,8652,0.7668906925941786
1,1019171910101740024,0.841987133026123,4513,0.899115668373717
1,1019171910101320367,0.8173899054527283,6843,0.7780908603388261
1,1019171910101600211,0.7983190417289734,8431,0.32287645150318894
1,1019171910101140427,0.6073315739631653,23645,0.30955825203390197
1,1019171910101410041,0.6148499846458435,23009,0.035123185816933106
1,1019171910101690527,0.6559659838676453,19197,0.16288123802242024
1,1019171910101560663,0.6594423055648804,18885,0.031125983646850566
1,1019171910101150564,0.6292615532875061,21595,0.27346091630620695
1,1019171910101140346,0.6333919763565063,21235,0.2151483578154972
1,1019171910101560427,0.657529890537262,19052,0.014059689918628245
1,1019171910101410237,0.583789587020874,25727,0.05744809196163463
1,1019171910101560591,0.6334728598594666,21227,0.2938907422297799
1,1019171910101840762,0.6188207864761353,22619,0.05537942034643033
1,1019171910101420092,0.6577429175376892,19035,0.015901206361732548
1,1019171910101700371,0.7450919151306152,12260,0.037303084046651745
1,1019171910101280658,0.7403051257133484,12592,0.01590120636173252
1,1019171910101840358,0.7074726819992065,14996,0.024411251725439297
1,1019171910101280070,0.5957905054092407,24726,0.2982308896167947
1,1019171910101410147,0.5766300559043884,26327,0.027570685457693686
1,1019171910101560470,0.7169445157051086,14318,0.4995266945752979
1,1019171910101420608,0.6111990809440613,23313,0.3450037587462427
1,1019171910101600043,0.811678946018219,7351,0.9471246504423382
1,1019171910101840539,0.6032893061637878,24059,0.02757068545769361
1,1019171910101280730,0.659243643283844,18900,0.013219425558150194
1,1019171910101560235,0.7040694952011108,15240,0.02559564201899692
1,1019171910101560695,0.6583601236343384,18973,0.029296074701379054
1,1019171910101840693,0.6180130839347839,22714,0.09734191460021835
1,1019171910101450469,0.8861794471740723,1260,0.44526178571778174
1,1019171910101740059,0.8171209692955017,6862,0.6864390238594992
1,1019171910101600251,0.7760702967643738,9945,0.405236489077886
1,1019171910101600742,0.8511074781417847,3740,0.643045901238552
1,1019171910101420215,0.6697646975517273,17914,0.022966746877776147
1,1019171910101280139,0.5783718824386597,26194,0.2588238391723917
1,1019171910101700484,0.6370043158531189,20928,0.01911649156085518
1,1019171910101830279,0.6331493854522705,21264,0.08028579444301495
1,1019171910101690654,0.6168455481529236,22827,0.2148312426688538
1,1019171910101280151,0.5832477807998657,25772,0.28492173641098595
1,1019171910101420053,0.6764336824417114,17381,0.04205911428902068
